dataset,fnames,genre,splits,vocals,arousal,valence,dynamics_rms_mean,dynamics_rms_std,pitch_pitch_mean,rhythm_attacktime_mean,rhythm_eventdensity_mean,rhythm_fluctuationmax_peakposmean,rhythm_pulseclarity_mean,rhythm_tempo_mean,rhythm_tempo_std,spectral_brightness_mean,spectral_brightness_std,spectral_centroid_mean,spectral_centroid_std,spectral_flatness_mean,spectral_flatness_std,spectral_inharmonicity_mean,spectral_irregularity_mean,spectral_kurtosis_mean,spectral_kurtosis_std,spectral_mfcc_mean_1,spectral_mfcc_mean_10,spectral_mfcc_mean_11,spectral_mfcc_mean_12,spectral_mfcc_mean_13,spectral_mfcc_mean_2,spectral_mfcc_mean_3,spectral_mfcc_mean_4,spectral_mfcc_mean_5,spectral_mfcc_mean_6,spectral_mfcc_mean_7,spectral_mfcc_mean_8,spectral_mfcc_mean_9,spectral_mfcc_std_1,spectral_mfcc_std_10,spectral_mfcc_std_11,spectral_mfcc_std_12,spectral_mfcc_std_13,spectral_mfcc_std_2,spectral_mfcc_std_3,spectral_mfcc_std_4,spectral_mfcc_std_5,spectral_mfcc_std_6,spectral_mfcc_std_7,spectral_mfcc_std_8,spectral_mfcc_std_9,spectral_novelty_mean,spectral_novelty_std,spectral_rolloff85_mean,spectral_rolloff85_std,spectral_rolloff95_mean,spectral_rolloff95_std,spectral_roughness_mean,spectral_skewness_mean,spectral_skewness_std,spectral_spectentropy_mean,spectral_spectentropy_std,spectral_spread_mean,spectral_spread_std,timbre_lowenergy_mean,timbre_lowenergy_std,timbre_spectralflux_mean,timbre_spectralflux_std,tonal_hcdf_mean,tonal_hcdf_std,tonal_keyclarity_mean,tonal_keyclarity_std,tonal_mode_mean,tonal_mode_std
Emo_Soundscapes,r_0society192788_1648170-hq.wav,society,test,No,0.511953833,-0.493816983,0.066805,0.021355,301.599134,0.016187,2.782324,3.640696,0.140898,140.639284,42.786015,0.354467,0.095948,2051.649576,594.209251,0.130683,0.030449,0.464288,0.57748,10.663445,4.177968,2.321409,0.093357,0.104233,0.126979,-0.008287,-0.027086,0.634381,0.38137,0.295459,0.029792,0.234891,0.101726,-0.032842,0.509424,0.146278,0.134135,0.15353,0.143484,0.361349,0.239024,0.153145,0.22341,0.160762,0.155403,0.150184,0.15657,0.057326,0.124935,4419.60022,1426.362238,9011.466064,1602.562164,134.59303,2.526113,0.604327,0.741185,0.048814,3124.368833,388.686951,5.435587,2.013193,39.484491,12.339984,0.195561,0.144648,0.530207,0.09703,-0.009273,0.086165
Emo_Soundscapes,r_0society198941_2547276-hq.wav,society,test,Yes,-0.014014839,0.403132729,0.018754,0.008225,814.021371,0.019486,2.94599,3.305755,0.245494,102.393567,24.964804,0.541227,0.052727,2779.134251,245.322277,0.173059,0.017807,0.426411,0.468599,8.813743,1.106297,1.093082,0.059492,0.053463,-0.012145,0.000348,-0.062922,0.440098,-0.096884,0.328808,0.079171,0.123076,-0.00733,0.097772,0.284813,0.141812,0.145886,0.135739,0.143907,0.232763,0.208038,0.19,0.182264,0.182992,0.164288,0.157211,0.147885,0.063775,0.150291,5402.904968,336.451151,9064.760742,743.455444,3.574962,2.050634,0.174563,0.809515,0.031299,3185.01259,135.887012,4.718573,0.599121,16.278247,7.626097,0.331326,0.163243,0.490398,0.122416,-0.037686,0.1037
Emo_Soundscapes,r_0society199687_1143716-hq.wav,society,test,Yes,-0.347073372,-0.091508656,0.10193,0.026599,397.503156,0.012588,7.364975,3.132529,0.275285,125.620779,48.058173,0.169959,0.058369,1493.426813,521.554368,0.125715,0.03649,0.384997,0.551064,12.551859,4.891822,2.147354,-0.009931,0.020682,0.055048,0.054097,0.735027,0.525008,0.48529,0.240374,0.211969,0.127928,0.10025,0.065705,0.431538,0.14518,0.128979,0.125654,0.121725,0.27323,0.194995,0.186184,0.210593,0.174416,0.157678,0.149677,0.140127,0.044572,0.115455,2718.566895,2417.084418,10209.968262,1948.06253,151.781787,3.036901,0.707255,0.543718,0.056842,3565.159836,540.046789,5.205626,1.235093,82.636041,35.286118,0.262318,0.163494,0.36318,0.087558,-0.034344,0.089798
Emo_Soundscapes,r_0society200814_2019774-hq.wav,society,test,No,-0.569661995,0.07502061,0.00891,0.002392,528.222863,0.018563,4.582651,3.322919,0.179954,111.312969,22.90504,0.423218,0.076394,2884.665103,692.885309,0.251926,0.048147,0.447891,0.328456,8.170304,2.229667,2.420707,-0.019031,-0.067924,-0.065716,-0.10346,-0.384913,0.217601,0.433777,0.353955,-0.025512,-0.098313,0.0683,0.182229,0.470276,0.136186,0.135227,0.141676,0.136791,0.256562,0.194007,0.182299,0.206756,0.167974,0.170017,0.169058,0.14729,0.035724,0.088828,6185.816345,1601.143871,12020.955505,1428.193878,2.509542,2.231111,0.470044,0.805759,0.031654,4092.505775,361.35664,5.385053,1.269577,8.07003,2.908704,0.310273,0.153417,0.491303,0.133526,-0.029895,0.109279
Emo_Soundscapes,r_0society202327_658546-hq.wav,society,test,No,-0.884583677,0.612530915,0.001845,0.000465,456.89912,0.039698,4.255319,2.38248,0.148053,156.03797,39.348435,0.402523,0.075696,4011.341806,1553.960513,0.361767,0.030253,0.458645,0.451888,4.665983,0.575785,2.672246,-0.15529,-0.043052,0.049074,0.13602,0.023,0.350835,0.146464,0.241689,-0.00812,-0.017105,0.051979,0.033515,0.352879,0.12893,0.120832,0.131121,0.128708,0.169832,0.173377,0.148061,0.168085,0.149166,0.120015,0.137755,0.135553,0.048596,0.117897,10492.119683,1737.33174,18637.075919,508.172614,0.119373,1.669104,0.399286,0.804463,0.026507,5911.296835,321.959741,4.689834,0.59136,1.380665,0.471691,0.291602,0.179657,0.411074,0.11523,-0.018788,0.085737
Emo_Soundscapes,r_0society204364_3279490-hq.wav,society,test,Yes,0.541632317,-0.564715581,0.036961,0.012452,628.592284,0.019855,2.782324,3.282336,0.224652,134.893272,41.090675,0.335312,0.05401,1945.643082,260.959573,0.11539,0.018989,0.458597,0.447223,13.778294,3.864886,3.072978,0.027163,-0.000832,0.048844,0.097886,-0.46219,0.132329,-0.01683,0.154328,-0.065137,-0.037294,0.028276,0.110292,0.429891,0.179487,0.161251,0.185018,0.150584,0.337748,0.265626,0.233398,0.204863,0.226063,0.17674,0.196046,0.18228,0.077473,0.135551,3641.399231,928.853405,8000.482178,1233.665627,55.835797,2.950246,0.465876,0.768487,0.022165,2774.89924,293.688167,5.102373,1.252404,31.461423,11.518941,0.332481,0.207704,0.502693,0.122236,-0.025751,0.088786
Emo_Soundscapes,r_0society210150_3305361-hq.wav,society,test,Yes,0.726298434,-0.213520198,0.155445,0.073976,1127.526939,0.023147,4.746318,2.9383,0.119537,95.673233,16.340832,0.426246,0.18809,2712.050242,831.571504,0.085777,0.024455,0.307486,1.193601,13.269589,8.711651,1.482883,0.133109,-0.113228,-0.210493,-0.216755,-0.698811,-0.65557,0.034774,0.437374,0.166328,-0.167314,-0.404509,0.115713,0.828403,0.341746,0.37574,0.268106,0.256006,0.510672,0.375541,0.370881,0.441018,0.318048,0.487985,0.498942,0.331153,0.047541,0.103048,4879.558411,1898.74384,7808.702087,1466.36222,778.389528,2.480524,1.242954,0.722569,0.095426,2604.517301,398.783174,5.823096,1.485208,107.873177,64.117379,0.193525,0.281332,0.46385,0.159832,-0.03265,0.059535
Emo_Soundscapes,r_0society213755_53430-hq.wav,society,test,No,-0.805441055,0.01071723,0.005759,0.000957,486.907652,0.068401,6.546645,2.364629,0.182211,137.750539,15.785835,0.252782,0.086115,1982.137913,1736.580207,0.146188,0.013871,0.466713,0.323628,16.730934,1.843795,3.375249,0.052656,0.118377,0.101515,0.147785,-0.10232,0.491031,0.11253,0.352335,0.209447,0.21991,0.027522,0.121611,0.386087,0.131166,0.129558,0.124641,0.114423,0.14766,0.19116,0.1508,0.178829,0.153929,0.16819,0.144916,0.12294,0.075841,0.139383,2915.888129,2048.010299,8625.864439,1939.853259,1.358199,3.655792,0.216493,0.726763,0.025599,3713.880973,193.524006,4.67676,0.455873,4.568631,0.971283,0.285178,0.117538,0.473553,0.116476,-0.008795,0.111484
Emo_Soundscapes,r_0society216044_2071210-hq.wav,society,test,No,-0.835119538,0.307502061,0.009672,0.006991,383.502593,0.017502,2.454992,2.692833,0.15803,107.251007,23.244921,0.3752,0.105496,2838.151017,815.348512,0.271651,0.073011,0.409017,0.474002,7.838641,3.371882,2.045302,0.043947,0.001954,-0.021321,-0.026502,0.08886,0.751458,0.276575,0.281304,0.20529,0.21785,0.166673,0.116029,0.457707,0.141062,0.13201,0.137798,0.122028,0.320889,0.259124,0.197761,0.215342,0.173992,0.167219,0.149431,0.159559,0.064952,0.154765,6577.316895,2391.637779,13121.930237,1853.669285,1.258045,2.196948,0.622482,0.734624,0.09119,4505.640336,471.496402,5.227049,1.356513,8.421308,7.039205,0.275079,0.226383,0.518362,0.108634,-0.011758,0.096611
Emo_Soundscapes,r_0society217609_4059975-hq.wav,society,test,No,-0.475680132,-0.101401484,0.014208,0.007459,157.814966,0.014379,2.618658,2.43929,0.329532,154.724713,32.187132,0.287237,0.059039,1703.082829,328.020134,0.138197,0.02581,0.442721,0.42787,18.750202,3.370017,2.632113,0.066293,0.183814,0.07221,0.090816,-0.236908,1.112112,-0.20432,0.577238,0.163661,0.093189,0.199396,0.17183,0.337108,0.134126,0.130688,0.127431,0.123168,0.144131,0.19181,0.173225,0.191196,0.135474,0.145258,0.124236,0.138882,0.054527,0.152137,3058.07373,369.518048,7206.624756,1727.909993,3.051702,3.756589,0.358875,0.694122,0.054991,3330.843495,300.788131,4.723501,0.761932,5.301423,1.844115,0.163445,0.088778,0.69037,0.088318,0.085264,0.099729
Emo_Soundscapes,r_0society219317_1661766-hq.wav,society,test,Yes,0.37840066,0.109645507,0.05329,0.01158,473.50259,0.016719,5.564648,3.284956,0.161395,111.136653,29.22357,0.207667,0.041622,1258.510947,160.540918,0.064504,0.012612,0.465482,0.532868,32.464006,7.569646,3.777016,0.03028,0.169551,-0.070686,0.01844,0.042503,0.713352,-0.407857,0.450253,-0.039596,-0.340911,0.137574,0.088845,0.537752,0.198367,0.182888,0.191406,0.242048,0.267295,0.272862,0.268813,0.230073,0.26166,0.234641,0.203649,0.202508,0.045293,0.106921,2290.99823,538.382405,4415.248718,803.996626,105.855822,4.628855,0.605338,0.692322,0.020373,2085.974468,198.096813,5.122576,0.982462,40.792935,9.59037,0.255253,0.118186,0.570547,0.14639,0.00313,0.123512
Emo_Soundscapes,r_0society221274_3739892-hq.wav,society,test,Yes,-0.127782358,0.239901072,0.016112,0.005526,943.037964,0.01511,3.927987,2.719226,0.118997,148.148763,27.260875,0.294451,0.045136,2054.185941,269.682175,0.159418,0.029654,0.380265,0.541142,12.590078,2.905785,3.236402,0.103922,0.025602,0.092187,0.020524,-1.150498,-0.061854,-0.250538,0.386321,0.076881,0.329259,0.254259,0.043595,0.412193,0.16572,0.171871,0.184679,0.186229,0.348935,0.289394,0.225302,0.261091,0.157694,0.230357,0.17906,0.175678,0.066208,0.124052,3118.680725,846.882012,11091.663208,1667.712089,5.691042,3.044336,0.389445,0.730013,0.030985,3547.111587,403.193246,5.13018,1.028284,13.756683,7.383236,0.283842,0.208697,0.574299,0.120335,-0.006065,0.112802
Emo_Soundscapes,r_0society22326_113722-hq.wav,society,test,No,-0.081615829,-0.535037098,0.013207,0.003338,652.035493,0.020802,0.981997,2.574007,0.128358,110.644771,36.617688,0.615247,0.048589,3626.071846,421.133052,0.229751,0.037533,0.475764,0.295501,5.660731,1.098587,1.369775,0.109719,0.012306,-0.063264,0.169204,-0.544607,0.065082,-0.045489,0.293114,-0.007387,-0.113375,-0.279797,-0.062348,0.3142,0.143596,0.123808,0.13344,0.124447,0.160484,0.175996,0.162373,0.1862,0.176828,0.148503,0.162235,0.138503,0.098831,0.172253,7176.119385,1152.334705,12090.175781,907.548579,21.546181,1.664128,0.240706,0.868131,0.015535,3719.585362,294.837236,4.916679,0.635653,11.152145,2.681266,0.206193,0.081317,0.418804,0.114733,-0.009655,0.109947
Emo_Soundscapes,r_0society22587_36188-hq.wav,society,test,No,0.93569662,-0.480626546,0.161217,0.030045,496.544166,0.04644,5.728314,2.827659,0.262037,128.907428,15.14835,0.335509,0.072159,1484.885639,184.693453,0.038505,0.012542,0.4229,0.890619,38.421119,9.913365,3.211154,-0.139603,0.084036,-0.149935,0.019594,-0.586679,0.462648,-0.161083,-0.0825,-0.242244,-0.147834,-0.328307,0.031588,0.557726,0.241818,0.230082,0.19357,0.203267,0.216334,0.217221,0.209861,0.178871,0.310563,0.223296,0.427889,0.310716,0.066911,0.124684,2548.005981,363.670366,4441.402588,560.084986,1040.841903,4.430427,0.811333,0.710936,0.019445,1669.427052,194.165353,4.986469,1.906088,118.447529,36.225768,0.18995,0.116174,0.464743,0.150679,-0.040155,0.096724
Emo_Soundscapes,r_0society22726_117199-hq.wav,society,test,Yes,-0.223413026,-0.063478978,0.007847,0.002786,280.653459,0.0154,4.909984,2.043983,0.119158,123.947691,19.445623,0.406154,0.103391,2823.233477,814.139149,0.242582,0.04858,0.44973,0.375237,8.047578,2.20094,1.68693,-0.29831,0.357062,-0.132688,-0.000667,0.411935,0.804025,0.12419,0.491955,0.320811,0.210821,0.087825,0.293538,0.606338,0.195668,0.17568,0.181648,0.16158,0.270838,0.268206,0.195826,0.262678,0.220257,0.217782,0.170138,0.21282,0.084868,0.149124,5904.942627,1966.182471,12679.378052,1731.634675,1.663361,2.213483,0.444247,0.754566,0.047934,4297.76393,560.723058,4.988924,0.928159,6.780502,3.154999,0.253205,0.111088,0.428617,0.119384,-0.039763,0.088727
Emo_Soundscapes,r_0society25823_21830-hq.wav,society,test,No,-0.694971146,0.780708986,0.008408,0.004888,602.590276,0.012041,2.291326,2.225738,0.0938,138.944519,35.819791,0.252619,0.0543,2095.218834,799.302535,0.171259,0.036551,0.422656,0.482577,13.216018,4.653993,2.955589,-0.006599,0.033929,0.018094,0.026883,-0.210461,0.390945,-0.019666,0.364399,0.05312,0.115647,0.041952,0.083596,0.508915,0.130724,0.157214,0.132876,0.13945,0.251118,0.236838,0.195552,0.192047,0.151741,0.152537,0.17008,0.156545,0.070248,0.148211,3907.827759,3108.254649,11930.830078,4372.154188,1.335324,3.143973,0.642863,0.691344,0.048249,4247.245795,963.708298,4.981575,1.643633,5.381481,3.494616,0.268029,0.246609,0.521129,0.130509,-0.037086,0.087485
Emo_Soundscapes,r_0society27864_89943-hq.wav,society,test,Yes,-0.091508656,-0.350370981,0.053309,0.01403,260.195134,0.014555,6.382979,3.050902,0.221938,92.693926,21.002011,0.170242,0.056208,1190.797811,365.300599,0.089617,0.019923,0.452698,0.53838,23.147999,8.653734,3.231927,0.208914,0.170471,0.060284,0.086861,0.484801,0.756873,0.130884,0.188901,0.141337,0.164926,0.112319,0.131086,0.5317,0.175697,0.143041,0.124786,0.128443,0.204242,0.221931,0.173391,0.195174,0.176836,0.160374,0.154833,0.144788,0.044799,0.131244,2009.989929,1282.495886,6401.013794,1887.989617,58.818329,4.045469,0.92074,0.632699,0.043747,2650.979023,359.816989,5.196955,1.142457,39.431059,14.279,0.300446,0.134991,0.439972,0.141395,-0.02006,0.103857
Emo_Soundscapes,r_0society28385_5726-hq.wav,society,test,No,0.925803792,-0.39653751,0.098843,0.030842,304.130665,0.034828,4.418985,3.193153,0.323208,157.274243,3.992858,0.510419,0.113164,3539.311181,909.34117,0.107159,0.023423,0.461129,0.671307,3.522328,1.62829,2.288649,0.032704,-0.023345,-0.131726,-0.016082,1.122425,0.205465,0.263151,0.107437,0.092346,0.000504,0.119668,0.138273,0.469055,0.184663,0.184183,0.170648,0.189993,0.306728,0.25999,0.192585,0.238902,0.226635,0.192492,0.197533,0.191519,0.052896,0.100961,7883.754272,1264.073912,10246.170959,612.851111,486.208582,0.989135,0.548282,0.81234,0.039232,3554.295228,274.666056,5.431658,1.680393,80.126707,29.078878,0.229244,0.141102,0.546092,0.111982,-0.083985,0.102717
Emo_Soundscapes,r_0society29575_14447-hq.wav,society,test,No,0.154163232,-0.579554823,0.033652,0.013318,390.672924,0.015047,2.12766,2.777449,0.250666,142.446518,41.841033,0.231362,0.035512,1481.792403,157.824035,0.095212,0.013159,0.470154,0.309783,20.457413,4.499583,3.729492,0.104441,0.028146,0.077896,0.037895,0.033547,0.323514,0.121066,0.253617,0.009566,-0.002382,-0.049364,-0.036302,0.46994,0.199258,0.159623,0.157045,0.133944,0.34598,0.266914,0.260056,0.207944,0.213062,0.196065,0.225381,0.189781,0.081517,0.148862,2489.911194,554.672699,6550.759277,882.838511,60.806693,3.731916,0.484363,0.728885,0.016151,2527.984492,179.603163,5.12073,1.33818,26.955974,10.193444,0.234046,0.10076,0.437802,0.131586,-0.021383,0.099462
Emo_Soundscapes,r_0society33544_223338-hq.wav,society,test,Yes,0.030502885,-0.328936521,0.026759,0.005866,548.584124,0.024257,6.055646,3.688792,0.151436,113.296713,21.453083,0.423027,0.068584,2005.644871,319.290188,0.105551,0.01852,0.458337,0.371461,14.9538,3.383362,1.946714,0.080513,0.090566,0.067189,0.072457,-0.369158,0.574921,0.068878,0.296839,-0.099126,0.171162,-0.029821,0.147894,0.408167,0.169871,0.177695,0.162096,0.148856,0.233305,0.297763,0.220133,0.206843,0.198725,0.187356,0.183956,0.172617,0.023545,0.076474,4075.786743,592.287646,6908.25531,895.053817,24.656632,2.79681,0.407864,0.772366,0.023461,2611.820828,202.512498,5.261156,1.062543,23.185023,6.751449,0.313159,0.18422,0.445206,0.127983,-0.016733,0.10896
Emo_Soundscapes,r_0society35299_341440-hq.wav,society,test,Yes,0.582852432,-0.666941467,0.032775,0.007022,633.057415,0.015766,2.618658,2.745022,0.128815,151.048521,38.437152,0.311552,0.034922,1628.430886,133.131145,0.080328,0.013558,0.463181,0.548015,26.662951,6.804166,3.529009,0.148598,0.125922,-0.002426,0.125743,-1.174972,0.235504,0.155381,0.269074,0.193533,0.041533,-0.113909,0.066193,0.46635,0.148101,0.186222,0.184142,0.181778,0.317067,0.226676,0.213126,0.217847,0.176257,0.171479,0.192756,0.204876,0.080484,0.129583,2426.16394,267.357917,5140.827942,1100.966063,69.398924,4.295686,0.540026,0.737352,0.013022,2305.364092,236.614829,4.998747,0.833368,21.497443,4.725141,0.191699,0.083143,0.582385,0.11288,-0.042937,0.098193
Emo_Soundscapes,r_0society35545_7037-hq.wav,society,test,Yes,-0.300906843,-0.089859852,0.007736,0.003067,579.360947,0.024124,1.472995,2.961917,0.11217,106.236298,24.906204,0.492829,0.089633,3050.683849,774.108244,0.238063,0.058375,0.476255,0.30637,8.746129,4.224997,2.258296,0.016125,-0.049516,-0.021283,-0.000907,-0.406229,0.592192,-0.048656,0.006123,0.12216,-0.096028,0.065831,0.026931,0.502304,0.156833,0.155812,0.150157,0.149348,0.235418,0.231625,0.19551,0.215625,0.193212,0.200141,0.215565,0.198894,0.088483,0.160927,6280.293274,2246.712104,11476.255188,2034.552802,3.297337,2.221047,0.711371,0.830431,0.034625,3862.30239,512.309584,5.343765,1.378122,6.868605,2.985686,0.252006,0.111777,0.401323,0.125675,-0.012307,0.09602
Emo_Soundscapes,r_0society36155_444-hq.wav,society,test,No,-0.107996702,0.44270404,0.016682,0.006477,602.096919,0.01537,1.309329,2.704018,0.228519,105.64866,38.770995,0.231073,0.051945,1574.915156,355.297954,0.119015,0.04028,0.375114,0.611925,22.833791,6.979076,3.395826,0.289111,0.236794,-0.073249,-0.027134,-0.412501,0.390325,0.228205,0.004661,-0.385085,-0.236334,-0.078628,0.210601,0.504974,0.251095,0.246699,0.227366,0.170828,0.273141,0.221215,0.214568,0.234014,0.333353,0.280234,0.239424,0.191711,0.06549,0.13506,2401.490479,1010.613502,6780.58136,2293.850365,5.185353,4.094841,0.736237,0.686677,0.034331,2966.409206,494.705204,5.031686,0.714958,11.768776,6.454041,0.186595,0.144976,0.588628,0.136405,-0.02887,0.092112
Emo_Soundscapes,r_0society36429_117392-hq.wav,society,test,Yes,0.874690849,-0.795548228,0.185523,0.036136,573.449149,0.016561,7.037643,3.27445,0.099381,132.592479,33.912442,0.292323,0.046386,1176.040337,150.49675,0.040848,0.016278,0.411078,0.570174,35.663459,4.57608,2.734327,-0.221671,0.251984,-0.112741,0.035695,-1.156668,1.474772,-0.564384,0.79142,-0.510344,0.932716,-0.183668,0.644282,0.356776,0.174443,0.169983,0.201666,0.188736,0.345799,0.324046,0.267831,0.285002,0.245685,0.249582,0.247938,0.202024,0.039743,0.108653,2587.034912,222.144548,4257.338562,210.899235,726.217981,4.341979,0.460654,0.67025,0.029162,1869.534022,259.615943,4.763366,2.29921,149.483693,46.154454,0.314848,0.137228,0.447717,0.142027,-0.035412,0.100749
Emo_Soundscapes,r_0society36897_40107-hq.wav,society,test,No,0.454245672,-0.627370157,0.070083,0.022613,795.464046,0.012872,3.109656,2.754955,0.117507,88.787767,39.418543,0.306058,0.087489,1940.286571,724.114091,0.130263,0.053745,0.408191,0.340062,13.276637,5.949678,2.650762,0.085941,0.007338,0.011116,0.050276,-0.075751,0.241826,-0.104578,0.191336,0.051196,0.253623,0.154897,0.218849,0.578334,0.138495,0.144629,0.123095,0.125172,0.186009,0.213018,0.240312,0.169248,0.152037,0.199719,0.150349,0.12839,0.087965,0.186519,4205.120544,2174.659575,8681.469727,2805.722372,129.572916,2.84182,0.77323,0.738368,0.042287,3078.934591,750.624859,5.640993,1.674872,50.798314,18.503662,0.266026,0.128788,0.452857,0.121568,-0.029134,0.099545
Emo_Soundscapes,r_0society36934_99904-hq.wav,society,test,No,-0.660346249,-0.233305853,0.008214,0.004998,241.933331,0.017971,0.490998,2.421825,0.345258,145.446619,22.462546,0.185101,0.053567,1935.589924,501.503186,0.179583,0.051221,0.459438,0.311371,12.364519,6.69099,3.635158,-0.037182,0.033572,-0.08156,0.065017,0.848674,0.163726,0.316261,0.192492,0.175598,0.150884,0.021717,0.104302,0.684447,0.143707,0.139454,0.117797,0.123625,0.172931,0.195864,0.142701,0.167178,0.137937,0.152584,0.141221,0.156404,0.043184,0.115759,3386.410217,2015.165833,12522.589417,3108.365844,1.586534,3.03517,0.783479,0.666013,0.041203,4295.629832,615.802856,4.818676,0.436239,7.48799,6.341435,0.344111,0.224835,0.437645,0.141843,-0.010059,0.102447
Emo_Soundscapes,r_0society41639_96-hq.wav,society,test,No,-0.111294312,-0.025556472,0.053752,0.04528,433.844218,0.015489,1.472995,3.015357,0.139684,134.267815,53.468565,0.124252,0.033731,939.39447,186.650673,0.07311,0.015167,0.379005,0.394444,33.421429,7.366853,3.842088,-0.160458,-0.158962,-0.027467,0.207806,0.07087,0.511571,0.114856,0.134837,0.038256,0.048124,0.02916,0.000386,0.519667,0.18486,0.175061,0.141153,0.152805,0.260404,0.198649,0.210757,0.197523,0.194318,0.186425,0.177673,0.194949,0.068835,0.148867,1214.068909,394.30778,4371.913147,1265.014016,48.136028,5.094114,0.626344,0.601873,0.040004,2431.0327,239.357115,5.342986,1.646992,42.676275,42.137971,0.193574,0.140137,0.58615,0.107243,-0.029,0.095497
Emo_Soundscapes,r_0society42368_215874-hq.wav,society,test,Yes,0.01071723,-0.292662819,0.023766,0.004336,592.794204,0.037094,6.055646,2.634721,0.108594,102.980955,40.069236,0.255081,0.027318,1444.683315,136.430097,0.093633,0.011194,0.465307,0.315967,25.622668,3.610467,3.678209,-0.027127,0.008925,0.045275,0.055765,-0.496074,0.463611,-0.084931,-0.001242,-0.116164,-0.005489,0.072799,0.033709,0.431896,0.133938,0.121471,0.13285,0.129867,0.176671,0.178219,0.156689,0.156472,0.158447,0.144776,0.144245,0.151752,0.065268,0.119319,2348.778992,333.904339,5462.749329,777.061484,27.106791,4.248591,0.354727,0.734213,0.013301,2442.181299,144.264073,4.760572,0.589727,19.562894,3.845783,0.237225,0.086825,0.425912,0.130926,-0.02744,0.094095
Emo_Soundscapes,r_0society43766_440037-hq.wav,society,test,Yes,0.915910965,-0.50700742,0.116109,0.044986,293.423353,0.029665,3.436989,4.00424,0.105596,113.970378,19.732636,0.531771,0.204958,2355.222855,871.269617,0.055988,0.01665,0.415203,0.461218,14.958516,9.492651,1.580992,-0.049249,0.030275,0.001416,0.050424,0.265047,0.994232,0.147945,0.206959,-0.140837,0.008197,-0.07458,0.064534,1.142792,0.209245,0.181187,0.192655,0.173782,0.514117,0.481036,0.321124,0.268275,0.245223,0.256575,0.216373,0.219888,0.081989,0.138461,4316.330566,1212.832917,6110.22583,979.50649,738.283543,2.26508,1.250086,0.765493,0.070698,2125.133151,210.211,5.469712,1.650992,95.907463,52.427074,0.303842,0.334204,0.481218,0.206782,-0.030203,0.076726
Emo_Soundscapes,r_0society46302_520316-hq.wav,society,test,Yes,-0.183841715,0.848309975,0.011523,0.007255,516.570363,0.017468,0.490998,2.594845,0.03413,125.884622,33.58604,0.464501,0.069465,3665.962201,557.225547,0.317114,0.056328,0.42684,0.43723,4.853996,1.26184,2.398125,0.064831,0.005645,-0.040546,-0.051376,0.257814,0.369472,-0.178799,0.128332,-0.124923,-0.096122,0.216653,-0.094818,0.423814,0.215103,0.196857,0.20085,0.184423,0.336936,0.339907,0.288111,0.265235,0.197635,0.209288,0.236169,0.262665,0.06701,0.12551,8962.164001,1721.562602,15082.842407,1084.635112,2.911982,1.640203,0.306419,0.825809,0.034325,4853.879594,402.173319,4.984843,1.250108,10.012749,7.366032,0.299995,0.192807,0.454587,0.139378,-0.005564,0.086989
Emo_Soundscapes,r_0society46348_28867-hq.wav,society,test,No,0.31079967,-0.170651278,0.016572,0.007322,715.009913,0.017628,1.963993,2.670448,0.166342,120.395504,32.423712,0.584242,0.089502,3320.664307,604.893203,0.209118,0.025721,0.467513,0.41694,6.614156,2.059464,1.594512,0.092319,-0.013592,0.040782,0.01673,-0.491002,0.514433,-0.212209,0.215061,-0.3761,0.199319,-0.149895,-0.021247,0.510734,0.140393,0.135482,0.14848,0.140921,0.171884,0.20394,0.187108,0.171904,0.165911,0.172107,0.163365,0.151792,0.047325,0.107931,6596.83136,1768.935644,11581.947327,1244.078198,21.781375,1.829096,0.430824,0.846597,0.025054,3694.644421,401.013987,5.512845,2.009119,12.522428,4.936423,0.226236,0.081748,0.489481,0.139645,-0.024309,0.109421
Emo_Soundscapes,r_0society46732_26695-hq.wav,society,test,Yes,0.328936521,-0.668590272,0.022863,0.007586,762.033678,0.015594,3.436989,3.59851,0.167621,127.15301,48.446733,0.46592,0.059152,2870.592996,508.544789,0.198398,0.033135,0.448183,0.36073,6.854796,1.819371,2.035321,0.0726,-0.079913,-0.029953,0.086588,-0.088047,0.347958,0.13672,0.132365,0.152319,0.215345,0.115463,0.224151,0.308778,0.126618,0.176076,0.153467,0.130453,0.281289,0.209346,0.172014,0.22902,0.168948,0.133062,0.152024,0.146256,0.048151,0.134054,6433.986511,1303.409999,11037.112427,1300.052927,17.368755,1.91649,0.342996,0.816362,0.02959,3682.148785,372.71733,5.421142,1.641671,19.568928,7.453704,0.293258,0.114243,0.602801,0.136329,-0.070369,0.115621
Emo_Soundscapes,r_0society48205_269533-hq.wav,society,test,Yes,-0.282769992,0.234954658,0.008789,0.003811,574.927102,0.026728,2.782324,2.862907,0.193795,116.90787,28.649869,0.550452,0.063193,2772.359064,387.396367,0.17421,0.041021,0.430522,0.532171,13.289541,3.971706,2.011192,-0.01242,0.130329,-0.064573,0.06363,-0.810697,0.23678,-0.233528,0.131968,-0.200353,0.032129,-0.021385,0.026626,0.404615,0.223825,0.217268,0.198253,0.195483,0.37556,0.344302,0.248706,0.283415,0.266862,0.212756,0.246439,0.238352,0.060615,0.1077,4929.1745,1177.436495,8983.4729,1288.142447,5.06241,2.776855,0.537858,0.812489,0.025157,3141.678923,423.041513,5.23489,0.903394,8.413779,4.201005,0.326049,0.192678,0.509835,0.149472,-0.036104,0.104565
